patent_id,company_id
10634205,CMP000227
10859598,CMP000000
10709663,CMP000045
10709663,CMP000022
10602170,CMP000255
10797566,CMP000073
10873446,CMP000463
10723023,CMP000475
10866257,CMP000007
10683579,CMP000029
10847502,CMP000017
10880673,CMP000041
10700125,CMP000011
10665289,CMP000000
10665289,CMP000008
10660404,CMP000083
10823427,CMP000400
10823427,CMP000002
10748388,CMP000001
10748388,CMP000462
10799396,CMP000324
10799396,CMP000087
10845069,CMP000200
10845069,CMP000472
10755136,CMP000021
10651360,CMP000216
10651360,CMP000010
10560567,CMP000276
D872090,CMP000004
10546320,CMP000007
10654173,CMP000041
10654173,CMP000310
PP32523,CMP000513
PP32523,CMP000015
10668028,CMP000697
D892791,CMP000137
D892791,CMP000115
10616489,CMP000759
10639608,CMP000723
10529795,CMP000454
10703082,CMP000576
10729512,CMP000450
10729512,CMP000427
D904711,CMP000280
10822327,CMP000021
10809015,CMP000009
10568200,CMP000438
10594912,CMP000578
10594912,CMP000033
10803419,CMP000770
10583649,CMP000244
10583649,CMP000030
10642499,CMP000001
10642499,CMP000306
D884098,CMP000749
10781002,CMP000089
10781002,CMP000247
10869296,CMP000026
10677501,CMP000560
10766088,CMP000000
10856521,CMP000025
10574804,CMP000192
10685746,CMP000002
10685746,CMP000113
10686471,CMP000014
10737644,CMP000710
10869918,CMP000153
10869918,CMP000019
10727583,CMP000000
10571834,CMP000020
10548052,CMP000004
10565022,CMP000010
10625810,CMP000046
10563864,CMP000228
10700557,CMP000720
10700557,CMP000191
10639094,CMP000320
D886712,CMP000000
10725866,CMP000211
10725866,CMP000053
10647904,CMP000010
10671995,CMP000005
D880868,CMP000529
10703966,CMP000598
10566165,CMP000050
10566165,CMP000377
10626121,CMP000000
10594685,CMP000001
10594685,CMP000000
10866534,CMP000783
10740460,CMP000323
10848160,CMP000717
10577977,CMP000002
10631481,CMP000018
10805688,CMP000318
10814397,CMP000217
10814397,CMP000244
10528180,CMP000009
10528180,CMP000228
10817355,CMP000001
10817355,CMP000018
10665187,CMP000515
10831611,CMP000289
10831611,CMP000005
D884067,CMP000541
10759269,CMP000342
RE48136,CMP000002
RE48136,CMP000007
D882756,CMP000007
D882756,CMP000004
10867531,CMP000039
10867531,CMP000004
10865079,CMP000274
10865079,CMP000008
10582703,CMP000118
10832158,CMP000766
10832158,CMP000491
10630137,CMP000000
10741663,CMP000000
10797417,CMP000189
10797417,CMP000181
10532084,CMP000426
10532084,CMP000630
10735583,CMP000049
10735583,CMP000002
10610923,CMP000007
10769691,CMP000166
D877772,CMP000371
10753145,CMP000001
10873100,CMP000330
10727194,CMP000080
10783094,CMP000624
10783094,CMP000006
10571885,CMP000019
10573583,CMP000527
10573583,CMP000091
10762866,CMP000005
10762866,CMP000534
10661494,CMP000680
10661494,CMP000795
10581205,CMP000357
10581205,CMP000004
10814492,CMP000063
10545175,CMP000025
10585382,CMP000001
10585382,CMP000151
10536359,CMP000723
10738891,CMP000186
10628528,CMP000056
10793291,CMP000579
10760708,CMP000003
10760708,CMP000171
10594043,CMP000009
10594043,CMP000609
10766713,CMP000194
10642881,CMP000002
10582850,CMP000000
10810865,CMP000446
10810865,CMP000007
10750075,CMP000038
10782025,CMP000323
10782025,CMP000009
D879058,CMP000646
10559586,CMP000008
10559586,CMP000762
10750913,CMP000380
10608895,CMP000317
D897387,CMP000043
10710504,CMP000251
10536020,CMP000042
D874164,CMP000139
D874164,CMP000007
10801666,CMP000304
10721298,CMP000104
10721298,CMP000110
10789235,CMP000262
10835288,CMP000225
10870152,CMP000534
10870152,CMP000121
10621010,CMP000441
10621010,CMP000466
10840765,CMP000038
10840765,CMP000019
10827434,CMP000114
10827434,CMP000016
10835263,CMP000503
10712291,CMP000002
10712291,CMP000003
10808501,CMP000573
10820094,CMP000584
10820094,CMP000005
10579410,CMP000004
10579410,CMP000199
10640162,CMP000263
10634090,CMP000664
10733532,CMP000538
D880557,CMP000106
D880557,CMP000009
RE48373,CMP000001
10726944,CMP000061
10726944,CMP000041
10654786,CMP000630
10654786,CMP000394
10779303,CMP000000
10880866,CMP000079
10880866,CMP000108
10700714,CMP000390
10700714,CMP000007
10840187,CMP000069
10645237,CMP000149
10645237,CMP000398
10574281,CMP000158
10742717,CMP000349
10742717,CMP000592
10568620,CMP000544
10562488,CMP000028
10562488,CMP000065
10817972,CMP000057
10817972,CMP000036
10787099,CMP000097
10787099,CMP000128
10865179,CMP000409
10804976,CMP000206
10804976,CMP000606
10867934,CMP000238
10587740,CMP000004
D889417,CMP000000
10780851,CMP000039
10749657,CMP000000
10678497,CMP000004
10602730,CMP000779
10602730,CMP000040
10668198,CMP000231
D905712,CMP000041
10678787,CMP000023
10754727,CMP000025
D882993,CMP000546
10562139,CMP000011
10785447,CMP000292
10785447,CMP000444
10758235,CMP000539
10758235,CMP000004
10545804,CMP000050
10545804,CMP000329
D889158,CMP000541
D889158,CMP000603
10656865,CMP000421
10584478,CMP000019
10584478,CMP000056
10678381,CMP000025
10678381,CMP000758
10717845,CMP000433
10685481,CMP000001
10634942,CMP000025
10634942,CMP000231
10545207,CMP000022
10590480,CMP000499
D872752,CMP000422
10804669,CMP000050
10653967,CMP000017
10757059,CMP000407
10757059,CMP000671
D895067,CMP000432
D895067,CMP000764
10844453,CMP000034
10864865,CMP000086
10876926,CMP000137
10848157,CMP000415
10848157,CMP000016
10766038,CMP000700
10766038,CMP000010
10577325,CMP000679
10751024,CMP000059
10876527,CMP000000
10876527,CMP000299
10701562,CMP000445
10701562,CMP000045
10634602,CMP000001
10634602,CMP000058
10637131,CMP000198
10809238,CMP000008
10809238,CMP000038
10864394,CMP000007
10559636,CMP000645
10760187,CMP000629
10760187,CMP000001
10872805,CMP000066
10872805,CMP000007
10543374,CMP000002
10783197,CMP000323
10783197,CMP000011
10776651,CMP000052
10864730,CMP000237
10745142,CMP000097
10603572,CMP000136
10638394,CMP000347
10638394,CMP000118
10625383,CMP000445
10625383,CMP000757
10822873,CMP000019
10822873,CMP000582
10720532,CMP000732
10720532,CMP000160
10535273,CMP000023
10538479,CMP000018
D888820,CMP000777
10579641,CMP000178
10806395,CMP000203
10873926,CMP000057
10873926,CMP000684
10588718,CMP000124
10588718,CMP000137
10829347,CMP000352
10656203,CMP000796
10734788,CMP000174
10713229,CMP000005
10779089,CMP000083
10779089,CMP000376
10590936,CMP000508
10856790,CMP000001
10662599,CMP000670
10662599,CMP000039
10825519,CMP000003
10674827,CMP000623
D904436,CMP000340
10780795,CMP000017
10737179,CMP000173
10737179,CMP000728
10547139,CMP000110
10593948,CMP000049
10661803,CMP000055
10852007,CMP000008
10852007,CMP000131
10804493,CMP000407
10837271,CMP000000
10837271,CMP000272
10648943,CMP000005
D897877,CMP000032
10576696,CMP000002
10663429,CMP000534
10649004,CMP000472
10802285,CMP000024
10529574,CMP000007
10542789,CMP000274
10542789,CMP000614
10531398,CMP000385
10583261,CMP000019
10583261,CMP000015
10805440,CMP000040
10622924,CMP000073
10753031,CMP000045
10769970,CMP000040
10601661,CMP000021
10594716,CMP000004
10672930,CMP000180
10672930,CMP000386
10612329,CMP000583
10844601,CMP000393
10746446,CMP000067
10746446,CMP000046
D886969,CMP000001
10714242,CMP000131
10714242,CMP000137
10632360,CMP000008
10634960,CMP000003
10634960,CMP000035
10607977,CMP000006
10607977,CMP000013
10665133,CMP000760
10665133,CMP000111
10596728,CMP000081
10596728,CMP000233
10733328,CMP000054
10733328,CMP000450
10804934,CMP000584
10804934,CMP000031
10837090,CMP000003
10837090,CMP000001
10700465,CMP000760
D879397,CMP000208
D879397,CMP000033
10681123,CMP000023
10670799,CMP000253
10670799,CMP000109
10672548,CMP000000
10809940,CMP000254
10665380,CMP000026
10641974,CMP000221
10641974,CMP000000
10555399,CMP000000
10720902,CMP000092
10568460,CMP000474
10615907,CMP000001
10533381,CMP000062
10673696,CMP000023
D903118,CMP000157
10722407,CMP000022
10741394,CMP000660
10741394,CMP000438
10844867,CMP000581
10657507,CMP000333
10587297,CMP000022
D872681,CMP000744
10580526,CMP000197
10538129,CMP000523
10538129,CMP000078
10550453,CMP000786
10550453,CMP000634
D879257,CMP000677
D879257,CMP000016
10742993,CMP000561
10742993,CMP000653
10580281,CMP000049
10580281,CMP000014
10553762,CMP000297
10840367,CMP000082
10840367,CMP000014
10538209,CMP000232
10833447,CMP000099
10749453,CMP000002
10749453,CMP000014
10568567,CMP000656
10876626,CMP000000
10847665,CMP000004
10881032,CMP000177
10617562,CMP000538
10709937,CMP000003
10553212,CMP000753
10526228,CMP000389
10526228,CMP000001
10717552,CMP000258
10717552,CMP000335
10696396,CMP000554
10696396,CMP000059
10568012,CMP000017
10689452,CMP000000
D895040,CMP000071
10551750,CMP000136
10790376,CMP000019
10677772,CMP000062
10677772,CMP000583
10660127,CMP000457
10660127,CMP000236
10628447,CMP000678
10628447,CMP000572
10792702,CMP000534
10792702,CMP000165
10856066,CMP000131
10869502,CMP000008
10869502,CMP000289
10583407,CMP000131
10579585,CMP000001
10579585,CMP000015
10660113,CMP000289
10660113,CMP000028
D883932,CMP000350
10693369,CMP000005
10748449,CMP000765
10714992,CMP000677
10810042,CMP000068
10810042,CMP000058
10528820,CMP000462
10528820,CMP000368
10675009,CMP000752
10675009,CMP000046
10609274,CMP000000
10648564,CMP000692
10636881,CMP000392
10687396,CMP000107
10687396,CMP000759
10863085,CMP000091
10863085,CMP000504
10553703,CMP000794
10821023,CMP000732
10826275,CMP000182
10678689,CMP000017
10678689,CMP000005
10782336,CMP000002
D894067,CMP000030
10804103,CMP000475
10827139,CMP000027
10827139,CMP000350
10786738,CMP000066
10617690,CMP000294
10603493,CMP000285
10583613,CMP000262
10749499,CMP000018
10619894,CMP000016
D874435,CMP000214
10594932,CMP000492
10553754,CMP000259
10534040,CMP000477
10534040,CMP000060
10638010,CMP000038
10638010,CMP000353
10682853,CMP000662
10682853,CMP000298
10755262,CMP000575
10755262,CMP000434
10814482,CMP000284
10814482,CMP000103
10751875,CMP000368
10822437,CMP000213
10820428,CMP000068
10595678,CMP000051
10643934,CMP000027
10587933,CMP000003
10566666,CMP000118
10828751,CMP000101
10828751,CMP000296
10616491,CMP000637
10596663,CMP000019
10596663,CMP000508
10611879,CMP000171
10631220,CMP000008
10631220,CMP000496
10542968,CMP000071
10542968,CMP000005
10534812,CMP000619
10534812,CMP000438
10742954,CMP000002
10742954,CMP000663
10532103,CMP000394
10790078,CMP000236
10670824,CMP000137
10675124,CMP000090
10874688,CMP000198
10557615,CMP000784
10739573,CMP000000
10545882,CMP000481
10545882,CMP000700
10633056,CMP000112
10857743,CMP000004
10857743,CMP000202
10603161,CMP000000
10603161,CMP000693
10806197,CMP000367
10796882,CMP000150
10753952,CMP000011
10871426,CMP000095
10599780,CMP000177
10599780,CMP000128
10689223,CMP000151
10799213,CMP000000
10799213,CMP000001
10830993,CMP000388
10614737,CMP000050
10614737,CMP000150
D903412,CMP000001
D888977,CMP000045
10721761,CMP000021
10551462,CMP000257
10829538,CMP000755
10574289,CMP000144
10809364,CMP000219
D898854,CMP000635
D898854,CMP000103
10850393,CMP000507
10546623,CMP000005
10639099,CMP000060
10639099,CMP000020
10834259,CMP000110
10684812,CMP000073
D883307,CMP000206
D884201,CMP000001
10597369,CMP000022
10564788,CMP000592
10564788,CMP000027
10735043,CMP000000
10735043,CMP000009
10851456,CMP000004
10851456,CMP000260
10682114,CMP000717
10576187,CMP000366
10576187,CMP000260
10717677,CMP000580
10710666,CMP000129
10573020,CMP000042
10620129,CMP000040
10609623,CMP000000
10668234,CMP000684
10668234,CMP000206
10795822,CMP000017
10795822,CMP000003
D872633,CMP000012
10878547,CMP000024
10807766,CMP000006
10807766,CMP000551
10560402,CMP000145
10801452,CMP000008
10801452,CMP000058
10827320,CMP000293
10827320,CMP000009
10543075,CMP000112
10769238,CMP000286
10735573,CMP000287
10814865,CMP000590
10814865,CMP000005
D894669,CMP000005
10840622,CMP000006
10840622,CMP000150
10601845,CMP000567
10690796,CMP000580
10830106,CMP000184
10813889,CMP000404
D900799,CMP000068
10789790,CMP000241
10872748,CMP000025
10839197,CMP000212
10839197,CMP000564
10749803,CMP000580
10749803,CMP000178
10784032,CMP000038
10729800,CMP000232
10727963,CMP000005
10665915,CMP000768
10665915,CMP000639
10866906,CMP000213
10577919,CMP000044
10577919,CMP000026
10878282,CMP000000
10878282,CMP000119
10781849,CMP000283
10752062,CMP000380
10752062,CMP000164
10677842,CMP000027
10853441,CMP000103
10853441,CMP000337
10880918,CMP000728
10590834,CMP000000
10590834,CMP000757
D905452,CMP000005
D905452,CMP000094
10742060,CMP000146
10536166,CMP000001
10545317,CMP000016
D904209,CMP000003
10616745,CMP000405
10702728,CMP000200
10558149,CMP000277
10854967,CMP000002
10528521,CMP000116
10864236,CMP000112
10587453,CMP000196
10685010,CMP000030
10807160,CMP000153
10581667,CMP000350
10788652,CMP000058
10788652,CMP000269
10580320,CMP000089
10633212,CMP000078
10633212,CMP000122
10612538,CMP000002
10629520,CMP000211
10629520,CMP000634
10630473,CMP000614
10630473,CMP000020
10640961,CMP000349
10588062,CMP000091
10588062,CMP000136
10782024,CMP000479
10630695,CMP000717
10630695,CMP000041
10538214,CMP000309
10538214,CMP000048
10645492,CMP000274
10645492,CMP000368
10790783,CMP000215
10679206,CMP000606
10780934,CMP000009
10534516,CMP000173
D897425,CMP000006
10565222,CMP000000
10757023,CMP000241
D877484,CMP000431
10600401,CMP000450
10536962,CMP000095
10674420,CMP000061
10664645,CMP000767
10690792,CMP000151
10690792,CMP000085
10861616,CMP000001
10778864,CMP000000
10778864,CMP000168
10752086,CMP000519
10793744,CMP000300
10793744,CMP000046
D884429,CMP000768
10718874,CMP000008
10854382,CMP000007
10854382,CMP000106
10712629,CMP000575
10828428,CMP000612
10703662,CMP000049
10537905,CMP000193
D880846,CMP000381
D880846,CMP000005
10565848,CMP000019
10565848,CMP000500
10880779,CMP000009
10547635,CMP000527
10547635,CMP000083
10691316,CMP000062
10691316,CMP000075
D872426,CMP000059
10739412,CMP000385
10854901,CMP000153
10815131,CMP000010
10876877,CMP000703
10526620,CMP000315
10571237,CMP000068
10728579,CMP000077
10728579,CMP000018
10664064,CMP000000
D872871,CMP000070
10692819,CMP000708
10602172,CMP000012
10574058,CMP000023
10574058,CMP000001
10772863,CMP000508
D886015,CMP000596
D886015,CMP000085
10855781,CMP000010
10768499,CMP000423
10709035,CMP000004
10859792,CMP000031
10859792,CMP000161
10609312,CMP000152
10689822,CMP000583
D900871,CMP000043
10778129,CMP000460
10778129,CMP000576
10617967,CMP000000
10601403,CMP000476
10601403,CMP000052
10657547,CMP000512
10657547,CMP000003
10585742,CMP000015
10674695,CMP000064
10549922,CMP000049
10735435,CMP000320
10570823,CMP000275
10570823,CMP000002
10788614,CMP000090
10788614,CMP000000
10549250,CMP000005
10808947,CMP000059
10734957,CMP000000
10725395,CMP000799
10725395,CMP000020
10800054,CMP000414
10573216,CMP000047
10769223,CMP000661
10770293,CMP000464
10638535,CMP000124
D905356,CMP000048
10652549,CMP000027
10634632,CMP000022
10633551,CMP000051
10633551,CMP000258
10543302,CMP000445
10619405,CMP000065
10619405,CMP000416
10831574,CMP000703
10663456,CMP000014
10652132,CMP000214
10652132,CMP000001
10861051,CMP000198
10759833,CMP000661
10567423,CMP000226
10567423,CMP000017
10691823,CMP000042
10672362,CMP000012
10672362,CMP000540
10633369,CMP000003
10652759,CMP000755
10550336,CMP000080
10550336,CMP000293
10834633,CMP000361
10713047,CMP000326
10713047,CMP000086
10705040,CMP000215
10627113,CMP000286
10837193,CMP000000
10727332,CMP000568
10656396,CMP000399
10746662,CMP000384
10746662,CMP000367
10531712,CMP000002
10531712,CMP000009
D890850,CMP000431
10649734,CMP000003
D884925,CMP000000
10827832,CMP000794
10864346,CMP000030
10604308,CMP000028
10632791,CMP000195
10632791,CMP000340
10839319,CMP000037
10711818,CMP000313
10711818,CMP000023
10815411,CMP000000
10641188,CMP000072
10649214,CMP000063
10694367,CMP000500
10620008,CMP000011
10843371,CMP000000
10528114,CMP000040
10753556,CMP000655
10753556,CMP000017
10655328,CMP000364
10655328,CMP000140
10730316,CMP000108
10541562,CMP000010
D899955,CMP000020
D872487,CMP000121
10628243,CMP000447
10722967,CMP000114
10593791,CMP000675
10593791,CMP000004
10736562,CMP000511
10649250,CMP000044
10649250,CMP000647
D882188,CMP000509
D882188,CMP000082
10694320,CMP000053
10676969,CMP000020
10676969,CMP000201
10668379,CMP000012
10668379,CMP000008
10640965,CMP000001
10640965,CMP000284
10751520,CMP000020
10751520,CMP000019
10668837,CMP000550
10668837,CMP000225
10746030,CMP000534
10694054,CMP000008
10636833,CMP000008
10565791,CMP000209
10837673,CMP000034
10717387,CMP000218
10857639,CMP000312
10732210,CMP000008
10853470,CMP000041
10853470,CMP000040
10804151,CMP000002
10804151,CMP000395
10708465,CMP000379
10708465,CMP000027
D897528,CMP000008
D895908,CMP000015
D895908,CMP000709
10866800,CMP000039
10744869,CMP000165
10762572,CMP000420
10719903,CMP000109
10719903,CMP000071
10719067,CMP000197
D872610,CMP000275
D872610,CMP000600
10529655,CMP000330
10723711,CMP000497
10723711,CMP000000
10594534,CMP000311
10804333,CMP000599
10804333,CMP000001
D880945,CMP000048
10705944,CMP000071
10705944,CMP000702
10784965,CMP000603
10784965,CMP000005
10672682,CMP000023
10672682,CMP000190
10825089,CMP000373
10861077,CMP000104
10847251,CMP000021
10635584,CMP000000
10635584,CMP000293
10733773,CMP000069
10674054,CMP000786
10674054,CMP000182
10762820,CMP000010
10792964,CMP000192
10715253,CMP000013
10715253,CMP000200
10717966,CMP000000
10717966,CMP000270
10696110,CMP000001
10623087,CMP000531
10555046,CMP000027
D872076,CMP000085
D872076,CMP000216
10622425,CMP000582
10600371,CMP000008
10640745,CMP000004
10640745,CMP000073
10608757,CMP000484
10608757,CMP000038
10712538,CMP000701
10712538,CMP000140
10695984,CMP000740
10598903,CMP000549
10589142,CMP000001
10589142,CMP000002
10592545,CMP000059
10592545,CMP000235
10690331,CMP000129
10525112,CMP000049
10571581,CMP000007
10571581,CMP000317
10858298,CMP000075
10846915,CMP000262
10846915,CMP000002
10610185,CMP000006
10835674,CMP000192
10787310,CMP000007
10556647,CMP000349
10830372,CMP000534
10830372,CMP000203
10852479,CMP000430
10835394,CMP000708
10835394,CMP000013
10771293,CMP000012
10677940,CMP000049
10677940,CMP000257
10844409,CMP000037
10580555,CMP000006
10580555,CMP000068
10636108,CMP000000
10785593,CMP000721
10683816,CMP000282
10683816,CMP000267
10843482,CMP000233
10843482,CMP000191
10865541,CMP000005
10585518,CMP000767
10664697,CMP000571
10548720,CMP000129
10776459,CMP000256
10776459,CMP000030
10756783,CMP000013
10756783,CMP000146
10706910,CMP000010
10875780,CMP000230
10875780,CMP000233
10643326,CMP000254
10563555,CMP000128
10563555,CMP000146
10782740,CMP000064
10782740,CMP000685
10659173,CMP000168
10659034,CMP000593
10729645,CMP000055
10704144,CMP000131
10567222,CMP000041
10600135,CMP000302
10600135,CMP000778
10657895,CMP000349
10563400,CMP000199
10826187,CMP000508
10566426,CMP000052
10587680,CMP000026
10686619,CMP000771
10719841,CMP000739
10719841,CMP000275
10784954,CMP000000
10784954,CMP000014
10805047,CMP000000
10805047,CMP000026
10794197,CMP000063
10617658,CMP000034
10593643,CMP000492
10593643,CMP000389
10791881,CMP000039
10791881,CMP000446
10824885,CMP000003
10824885,CMP000169
D895672,CMP000159
D895672,CMP000302
10593511,CMP000704
10846448,CMP000311
10846448,CMP000022
D889230,CMP000237
D889230,CMP000318
10744184,CMP000081
10588942,CMP000061
10549335,CMP000479
10693956,CMP000019
10693956,CMP000476
10848592,CMP000031
10848592,CMP000792
10628752,CMP000082
10558380,CMP000093
10750739,CMP000750
10705639,CMP000076
10737662,CMP000378
10737662,CMP000730
D903551,CMP000012
10731609,CMP000025
10731609,CMP000138
10604416,CMP000034
10667720,CMP000704
10637329,CMP000700
10637329,CMP000123
10602018,CMP000667
10696969,CMP000030
10696969,CMP000035
10662397,CMP000013
D875288,CMP000719
10807163,CMP000001
10807163,CMP000052
10832173,CMP000000
10865643,CMP000081
10615849,CMP000364
10615849,CMP000031
10822714,CMP000056
10822714,CMP000002
10688509,CMP000628
10688509,CMP000428
10568584,CMP000629
10709573,CMP000010
10651587,CMP000071
10651587,CMP000501
10605147,CMP000030
10618043,CMP000107
10860845,CMP000369
10860845,CMP000095
10856691,CMP000004
10856691,CMP000076
D900758,CMP000015
D900758,CMP000000
10636180,CMP000336
10650770,CMP000479
10626697,CMP000624
10675236,CMP000414
10675236,CMP000593
D876247,CMP000010
10780858,CMP000040
10810492,CMP000040
10658893,CMP000415
10808323,CMP000602
10816689,CMP000046
10816689,CMP000002
10747662,CMP000295
10528193,CMP000177
10630460,CMP000289
10844259,CMP000151
10844259,CMP000643
10719712,CMP000267
10719712,CMP000218
10625132,CMP000233
10625132,CMP000327
10855526,CMP000246
10708426,CMP000651
10708426,CMP000006
10743648,CMP000152
10730356,CMP000538
10848371,CMP000190
10848371,CMP000017
10669150,CMP000032
10655018,CMP000599
10655018,CMP000483
10759853,CMP000428
10826730,CMP000064
10537193,CMP000135
10537193,CMP000323
10568751,CMP000761
10568751,CMP000479
D898529,CMP000038
10527493,CMP000707
10743229,CMP000065
10873222,CMP000774
10631089,CMP000653
10876395,CMP000033
10525000,CMP000069
10721549,CMP000066
10721549,CMP000310
10611263,CMP000008
10575003,CMP000001
10575003,CMP000550
10668295,CMP000296
10668295,CMP000672
10603007,CMP000041
PP32205,CMP000615
PP32205,CMP000086
10566398,CMP000042
10566398,CMP000367
10856174,CMP000161
10760561,CMP000078
10760561,CMP000415
10826389,CMP000120
10739373,CMP000006
10533757,CMP000004
10533757,CMP000005
D886468,CMP000391
D886468,CMP000011
10700175,CMP000052
10700175,CMP000216
10738410,CMP000070
10639300,CMP000589
10586627,CMP000010
10775858,CMP000007
10794350,CMP000009
10794350,CMP000003
10738944,CMP000060
10738944,CMP000351
10715651,CMP000162
10786709,CMP000170
10786709,CMP000001
10678752,CMP000506
10589572,CMP000594
10589572,CMP000012
10728665,CMP000001
10642966,CMP000531
10642966,CMP000022
10623951,CMP000287
10564541,CMP000025
10564541,CMP000681
10750137,CMP000785
10731697,CMP000333
D905442,CMP000519
D905442,CMP000319
10576686,CMP000309
10803251,CMP000364
10560380,CMP000376
10530425,CMP000008
10619301,CMP000041
10792546,CMP000279
10682631,CMP000078
10771652,CMP000030
10771652,CMP000068
10566584,CMP000198
D890813,CMP000003
10625995,CMP000039
10811594,CMP000445
10811594,CMP000162
10588111,CMP000352
10634094,CMP000122
10634094,CMP000107
10851639,CMP000016
10554712,CMP000059
10783103,CMP000259
10783103,CMP000045
10599765,CMP000002
10560139,CMP000013
D898203,CMP000294
10592437,CMP000461
10840348,CMP000000
10840348,CMP000061
10525984,CMP000005
D885959,CMP000138
D885959,CMP000683
10833331,CMP000111
10833331,CMP000644
10677742,CMP000039
10627877,CMP000075
10667734,CMP000004
10854940,CMP000232
10673470,CMP000007
10673470,CMP000474
10792220,CMP000001
10535124,CMP000028
10535124,CMP000050
10740287,CMP000328
10644476,CMP000009
10644476,CMP000539
10559920,CMP000021
10546826,CMP000040
10818423,CMP000062
10844172,CMP000195
10844172,CMP000546
10714845,CMP000005
10714845,CMP000001
10771887,CMP000002
D893345,CMP000564
10582566,CMP000230
10565955,CMP000101
10565955,CMP000270
10796758,CMP000533
10781878,CMP000064
10589022,CMP000204
10589022,CMP000007
RE47895,CMP000066
10597269,CMP000456
10629073,CMP000102
10749384,CMP000201
D880497,CMP000209
10683542,CMP000190
10700579,CMP000004
10838726,CMP000531
10838726,CMP000082
10685596,CMP000424
10705220,CMP000472
10811213,CMP000212
10811213,CMP000211
10801109,CMP000668
10533710,CMP000566
10861769,CMP000256
10861769,CMP000000
10657774,CMP000034
10850569,CMP000408
10617788,CMP000107
10617788,CMP000009
10745197,CMP000414
D889157,CMP000158
D889997,CMP000691
10791228,CMP000276
10858315,CMP000541
10818983,CMP000140
10576422,CMP000056
10748583,CMP000777
10748583,CMP000118
10735713,CMP000107
10732171,CMP000008
10667637,CMP000115
D895050,CMP000128
10786800,CMP000006
10786800,CMP000276
10660379,CMP000190
10848428,CMP000003
10611713,CMP000239
10551817,CMP000041
10837169,CMP000391
10681158,CMP000143
10607237,CMP000445
D884332,CMP000644
10871667,CMP000108
10871667,CMP000421
10650625,CMP000681
10650625,CMP000024
10647647,CMP000059
10813936,CMP000518
10776510,CMP000614
10841803,CMP000208
10711079,CMP000016
10711079,CMP000266
10637364,CMP000385
10803649,CMP000066
10779811,CMP000465
10738638,CMP000036
10858637,CMP000120
10539951,CMP000027
10773460,CMP000687
10773460,CMP000342
10670039,CMP000003
10819488,CMP000115
10819488,CMP000707
10782472,CMP000010
10771597,CMP000183
10624338,CMP000291
10699573,CMP000404
10834257,CMP000245
10834257,CMP000181
10763372,CMP000008
10768018,CMP000047
10768018,CMP000265
10716044,CMP000508
10874224,CMP000000
10832376,CMP000289
10704589,CMP000065
10704589,CMP000017
10869666,CMP000021
10867506,CMP000473
D899794,CMP000005
10710284,CMP000258
10792954,CMP000041
10792954,CMP000492
10862167,CMP000505
10595332,CMP000729
10639125,CMP000249
10825617,CMP000156
10665465,CMP000053
10862644,CMP000000
10783069,CMP000081
10668220,CMP000093
10645571,CMP000028
10794527,CMP000471
10628941,CMP000589
10628941,CMP000568
10789104,CMP000334
10658179,CMP000047
10791889,CMP000018
10662283,CMP000006
10585474,CMP000259
10585474,CMP000695
10740793,CMP000002
D878881,CMP000259
10694114,CMP000063
D873363,CMP000019
10540003,CMP000636
10763223,CMP000233
10763223,CMP000020
D900331,CMP000001
10644411,CMP000095
10831288,CMP000486
10796256,CMP000547
10796256,CMP000091
10790443,CMP000290
10790443,CMP000216
10857583,CMP000326
10554674,CMP000027
10554674,CMP000270
10836365,CMP000001
10806670,CMP000611
10618519,CMP000099
10618519,CMP000044
10759051,CMP000280
D903300,CMP000795
10744711,CMP000053
10848318,CMP000530
10848318,CMP000088
D883353,CMP000282
D904749,CMP000052
10536796,CMP000010
10536796,CMP000607
10738671,CMP000331
10696891,CMP000224
10684670,CMP000002
10749684,CMP000630
10749684,CMP000006
10813693,CMP000124
10813693,CMP000099
10576345,CMP000581
10576345,CMP000007
10570228,CMP000236
10570228,CMP000005
10675571,CMP000165
10675571,CMP000116
10691839,CMP000050
10629498,CMP000002
10705823,CMP000000
10544521,CMP000011
10800587,CMP000220
10800587,CMP000000
D884722,CMP000488
10534941,CMP000768
D888263,CMP000016
10695947,CMP000556
10695947,CMP000291
D886111,CMP000021
10736938,CMP000058
10736938,CMP000495
10782773,CMP000001
10782773,CMP000002
10578056,CMP000271
10578056,CMP000062
10563873,CMP000008
10822780,CMP000053
10790065,CMP000062
10571493,CMP000183
10602168,CMP000476
10602168,CMP000175
10731950,CMP000254
10731950,CMP000394
10647535,CMP000049
10525017,CMP000305
10870373,CMP000025
10703930,CMP000003
10832211,CMP000335
10832211,CMP000001
10824661,CMP000000
10824661,CMP000030
10574363,CMP000355
10574363,CMP000013
D880013,CMP000027
10867164,CMP000000
10867164,CMP000375
10827733,CMP000448
10621895,CMP000122
10661276,CMP000166
10661276,CMP000324
10621298,CMP000006
10621298,CMP000017
10659795,CMP000122
D875794,CMP000620
10777023,CMP000023
10789245,CMP000051
10877079,CMP000004
10877079,CMP000330
10708262,CMP000016
10708262,CMP000006
10825323,CMP000758
10698270,CMP000199
10698270,CMP000521
10868423,CMP000150
10579055,CMP000015
RE48086,CMP000012
RE48086,CMP000329
10848848,CMP000063
10848848,CMP000424
10729046,CMP000026
D899997,CMP000544
D899997,CMP000108
10853786,CMP000010
10799878,CMP000600
10799878,CMP000454
10640115,CMP000101
