patent_id,inventor_id
10547016,INV0001641
10547016,INV0002579
10880190,INV0002488
10552003,INV0000811
10763568,INV0000065
10763568,INV0000005
10763568,INV0000004
10778269,INV0000141
10778269,INV0000059
10760829,INV0000759
10760829,INV0001050
10760829,INV0002264
10643361,INV0000332
10826255,INV0001121
10716782,INV0000067
10557811,INV0003583
10740626,INV0000052
10554537,INV0003683
10845713,INV0000009
10845713,INV0002347
10669180,INV0000749
10816290,INV0000001
D874213,INV0000004
D874213,INV0000003
10692325,INV0000230
10692325,INV0002053
10692325,INV0004087
10836520,INV0000002
10565485,INV0000000
10565485,INV0001631
10565485,INV0001620
D878176,INV0000616
D878176,INV0001778
D878176,INV0000934
10814539,INV0002900
10814539,INV0000108
10650643,INV0000071
10650643,INV0001105
10650643,INV0000024
10716478,INV0000077
10716478,INV0001671
10716478,INV0000004
10619819,INV0000217
10723221,INV0000004
10880546,INV0000334
D884944,INV0000121
D884944,INV0001243
10600784,INV0000044
10600784,INV0002351
10600784,INV0000004
10869485,INV0000002
10869485,INV0000005
10869485,INV0000122
10731811,INV0000872
10731811,INV0002162
10809198,INV0000004
10782655,INV0002542
10782655,INV0002367
10782655,INV0000062
10622715,INV0000441
10585226,INV0000112
10585226,INV0000046
10585226,INV0001062
10777429,INV0000233
10777429,INV0000023
10777429,INV0000000
10853920,INV0000047
10853920,INV0001007
10841725,INV0000382
D889516,INV0000177
10557082,INV0000119
10557082,INV0000001
10880216,INV0000226
10880216,INV0002805
10880216,INV0000783
10707986,INV0000128
10707986,INV0000021
10691931,INV0002680
10643021,INV0000001
10643021,INV0000167
10643021,INV0000033
10680771,INV0003713
10680771,INV0000001
10767262,INV0001557
10767262,INV0003117
10767262,INV0002934
10841159,INV0000418
10841159,INV0004826
10841159,INV0002146
10600826,INV0000015
10525284,INV0000044
10525284,INV0000052
10525284,INV0001224
10542565,INV0000180
10542565,INV0000442
10758238,INV0000034
D904635,INV0000000
D904635,INV0001177
10572557,INV0002086
10572557,INV0000193
D884391,INV0000341
10694074,INV0001389
10694074,INV0000270
10694074,INV0003025
10812071,INV0000186
10878447,INV0001904
10878447,INV0000349
10878447,INV0001853
10571102,INV0001393
10571102,INV0000017
10571102,INV0003341
10836997,INV0001604
10726327,INV0004337
10726327,INV0000010
10726327,INV0000496
10769532,INV0002704
10769532,INV0000005
D881489,INV0001820
D881489,INV0000210
10717081,INV0000007
10727631,INV0001449
10727631,INV0000571
10727631,INV0000091
10542505,INV0000322
10827491,INV0000221
10827491,INV0000023
10677339,INV0001415
10677339,INV0002640
10677339,INV0002050
10572913,INV0000000
10572913,INV0000599
10572913,INV0000011
10547037,INV0000004
10724529,INV0004244
10724529,INV0002419
10724529,INV0000124
10661903,INV0000537
10661903,INV0001063
10877931,INV0001588
10877931,INV0002190
10591063,INV0000002
10591063,INV0000000
D905556,INV0000022
D905556,INV0002091
10853003,INV0000036
10583387,INV0000036
10583387,INV0000166
10845324,INV0004016
10845324,INV0004462
10647224,INV0000564
D876857,INV0001501
D876857,INV0000302
10621041,INV0000118
10795450,INV0000000
10795450,INV0000263
10795450,INV0000062
10677111,INV0004014
10677111,INV0001443
10679470,INV0000069
10679470,INV0000024
10679470,INV0000466
10861381,INV0000339
10705366,INV0000012
10740446,INV0000632
10815632,INV0000048
10815632,INV0000464
10815632,INV0000188
10843880,INV0001422
10594986,INV0000491
10594986,INV0001721
10594986,INV0000134
D879994,INV0000556
D879994,INV0001283
D879994,INV0000564
10630627,INV0000001
10546132,INV0000117
10546132,INV0004685
10720760,INV0000416
10720760,INV0002875
10720760,INV0000385
10832371,INV0004263
10832371,INV0000015
10584096,INV0003430
10561374,INV0000007
10561374,INV0000506
10561374,INV0000018
D884824,INV0000046
D884824,INV0001188
D884824,INV0000031
10600049,INV0000073
D877724,INV0001706
D877724,INV0000005
10872109,INV0000815
PP31585,INV0000000
PP31585,INV0000295
10850219,INV0003639
10850219,INV0002090
10850219,INV0000002
10586379,INV0000235
10586379,INV0003794
10586379,INV0000022
10730649,INV0000859
10730649,INV0001190
10730649,INV0004094
10550991,INV0000615
10550991,INV0000664
10550991,INV0001891
10726396,INV0001983
10726396,INV0000012
10783079,INV0000346
10783079,INV0000025
10783079,INV0000829
10654958,INV0000116
10761738,INV0000546
10761738,INV0003514
10761738,INV0002731
10846567,INV0003797
10846567,INV0000674
10548650,INV0000926
10548650,INV0000103
10548650,INV0000002
10877381,INV0000454
10877381,INV0000149
10877381,INV0003532
10711758,INV0000002
10711758,INV0000464
10711758,INV0000060
10733908,INV0000362
10733908,INV0001265
10733908,INV0000001
10833757,INV0003441
10848527,INV0000067
10848527,INV0000355
10848527,INV0000272
10557334,INV0001762
10557334,INV0004511
10557334,INV0000156
10831924,INV0000048
10831924,INV0000906
10831924,INV0002857
10678824,INV0001785
10678824,INV0000017
10572800,INV0000002
10572800,INV0000000
10572800,INV0000001
10644655,INV0000000
10775890,INV0000033
10861552,INV0000507
10553319,INV0000192
10553319,INV0000000
10553319,INV0001144
10611675,INV0000216
10831724,INV0000118
10831724,INV0000000
10831724,INV0000019
10700154,INV0001000
10662769,INV0000077
10580319,INV0000313
10580319,INV0000491
10580319,INV0000236
10546342,INV0000447
10546342,INV0000000
10573018,INV0000003
10597284,INV0000287
10597284,INV0002009
10597284,INV0000001
10810463,INV0002666
10810463,INV0000375
D903861,INV0000125
D903861,INV0000342
10574398,INV0000429
10737705,INV0000049
D901309,INV0000286
D901309,INV0000042
10642105,INV0000264
10632646,INV0000199
10632646,INV0001093
10632646,INV0003278
10772769,INV0004667
10685783,INV0000130
10768941,INV0000110
10768941,INV0001756
10772465,INV0000004
10772465,INV0004991
10608220,INV0000553
10552643,INV0003928
10552643,INV0000019
10727066,INV0001099
10727066,INV0000237
10601779,INV0002343
10668856,INV0002509
10668856,INV0000163
D891924,INV0000135
D891924,INV0000594
D891924,INV0000045
D884539,INV0000007
D884539,INV0000175
10694676,INV0001976
10524906,INV0002402
10854759,INV0000033
10854759,INV0001427
10530516,INV0000001
10781535,INV0000161
10781535,INV0000219
10856900,INV0003453
10856900,INV0000007
10856900,INV0000009
10858233,INV0000004
10858233,INV0002851
10705205,INV0003220
10705205,INV0000096
10798712,INV0000282
10609187,INV0003647
10609187,INV0000011
10635843,INV0000049
10649618,INV0000222
10649618,INV0000066
10598661,INV0000176
10663244,INV0000364
D897469,INV0000779
10781030,INV0002576
10781030,INV0002660
D905240,INV0003690
10712443,INV0001478
10712443,INV0001831
10712443,INV0000000
10873282,INV0000148
10678949,INV0002595
10678949,INV0000008
10532317,INV0000000
10532317,INV0000015
10532317,INV0000379
10631988,INV0001486
10856050,INV0000553
10856050,INV0001497
10856050,INV0000750
10630391,INV0001330
10630391,INV0000259
10685368,INV0000007
10786064,INV0002721
10786064,INV0000000
10786064,INV0001142
10672729,INV0001799
10672729,INV0000318
10752861,INV0000129
10752861,INV0000664
10831195,INV0000694
10831195,INV0000061
10831195,INV0000003
10871600,INV0003137
10872833,INV0001853
10872833,INV0003471
10583343,INV0000619
10867976,INV0000021
10539520,INV0003682
10539520,INV0000983
10559482,INV0000978
10763987,INV0003617
10763987,INV0002569
10647677,INV0000751
10647677,INV0000106
10647677,INV0000371
10561581,INV0002798
10831646,INV0001559
10546765,INV0000017
10546765,INV0000210
10546765,INV0000116
10533826,INV0000516
10533826,INV0000002
10648677,INV0000006
10648677,INV0001956
10648677,INV0001297
10685059,INV0000715
10880461,INV0004415
10880461,INV0000009
10880461,INV0000311
10627282,INV0000641
10627282,INV0000007
10627282,INV0000147
10642602,INV0000011
10559024,INV0000385
10559024,INV0000443
10562089,INV0000470
10562089,INV0001423
10724048,INV0000586
10724048,INV0000110
10697214,INV0000005
10835582,INV0000483
10835582,INV0000105
10835582,INV0000769
10598512,INV0000900
10598512,INV0000001
10694384,INV0000009
10694384,INV0000322
10694384,INV0003093
10770284,INV0000094
10770284,INV0003769
10622392,INV0000026
10622392,INV0001917
10622392,INV0001662
10524520,INV0000069
10524520,INV0004954
10524520,INV0000268
10600857,INV0003348
10600857,INV0001439
D896996,INV0000078
D896996,INV0000467
10607198,INV0000255
10607198,INV0000662
10607198,INV0000137
10603909,INV0000000
10603909,INV0000277
10603909,INV0000393
10870854,INV0000792
10870854,INV0000692
10870854,INV0000030
10736395,INV0000001
10736395,INV0000024
10736395,INV0002149
10603812,INV0004241
10603812,INV0004040
10603812,INV0000001
10802348,INV0003714
10802348,INV0003675
10802348,INV0000180
10578459,INV0000754
10578459,INV0002748
10616991,INV0000143
10549170,INV0000842
10549170,INV0004549
10549170,INV0000401
10873303,INV0002812
10735302,INV0000493
10735302,INV0001629
10795339,INV0000034
10694090,INV0000814
10644192,INV0003123
10621471,INV0001069
10675667,INV0003512
10675667,INV0000335
D905689,INV0000058
D905689,INV0004533
D905689,INV0003105
10752200,INV0000507
10752200,INV0000007
10739440,INV0000923
10739440,INV0000020
10739440,INV0000000
10650731,INV0000000
10665139,INV0000002
10665139,INV0000755
10728063,INV0000694
10728063,INV0000548
10728063,INV0000033
10658493,INV0002285
10658493,INV0000027
10841068,INV0000061
10841068,INV0002866
10841068,INV0000555
10622652,INV0000075
10622652,INV0000352
10622652,INV0004236
10566642,INV0000001
10566642,INV0000186
10568678,INV0000842
10568678,INV0000902
10688129,INV0000138
10688129,INV0000135
10595965,INV0000099
10827710,INV0000538
10827710,INV0000000
10827710,INV0002741
10543216,INV0004958
10543216,INV0000049
10543216,INV0000037
10784328,INV0003415
10784328,INV0004209
10784328,INV0000597
D885809,INV0000271
D885809,INV0000102
D885809,INV0000187
10803714,INV0000076
10803714,INV0003264
10674614,INV0000000
10674614,INV0002717
10674614,INV0004428
10752646,INV0000172
10752646,INV0000757
10542415,INV0000018
10724973,INV0003418
10724973,INV0000022
10724973,INV0000686
10569218,INV0003885
10569218,INV0000371
10616081,INV0000039
10616081,INV0001393
10616081,INV0000157
10782648,INV0000154
10782648,INV0001702
10782648,INV0001677
10694882,INV0000615
10620446,INV0000002
10620446,INV0002682
10620446,INV0000054
10744468,INV0002100
D898638,INV0003585
10670079,INV0000038
10670079,INV0000679
D879906,INV0000499
D879906,INV0003436
10870872,INV0000153
10870872,INV0000004
10742875,INV0001148
10742875,INV0000001
D889597,INV0000060
D889597,INV0004771
10705582,INV0000157
10705582,INV0003595
10802014,INV0000000
10802014,INV0003345
10802014,INV0000462
D903353,INV0000006
10700990,INV0000036
10833837,INV0000021
10833837,INV0000134
10722935,INV0000095
10722935,INV0002593
10722935,INV0000000
D893394,INV0001548
10799701,INV0000938
10792293,INV0000577
10792293,INV0000026
10761736,INV0003958
10878032,INV0000160
10878032,INV0000158
10621905,INV0000389
10764696,INV0002064
10677933,INV0000178
10677933,INV0001840
10677933,INV0003441
10700681,INV0003301
10700681,INV0000044
10700681,INV0000027
10833011,INV0000922
10690199,INV0001761
10690199,INV0000550
10690199,INV0000001
10626506,INV0000056
10626506,INV0004294
10789638,INV0000007
10789638,INV0002504
10789638,INV0003914
10826833,INV0000578
10647350,INV0000006
10647350,INV0002168
10647350,INV0000041
10774869,INV0004659
10787282,INV0001890
10787282,INV0002217
D885166,INV0001599
10800320,INV0000002
10800320,INV0000031
10800320,INV0001368
10783425,INV0002190
10783425,INV0000043
10842320,INV0000779
10687999,INV0000061
10687999,INV0001712
10580659,INV0004708
10867811,INV0002359
10867811,INV0000294
D903616,INV0000981
D903616,INV0000477
D903616,INV0002603
10534909,INV0001397
10772180,INV0004560
10728325,INV0000899
10728325,INV0002052
10843097,INV0001700
D877115,INV0000219
10791650,INV0004187
10791650,INV0000139
10861094,INV0000524
10861094,INV0001253
10861094,INV0000000
10603861,INV0000033
D887997,INV0000352
D887997,INV0000053
D887997,INV0000002
D889266,INV0000094
10758415,INV0001481
D880800,INV0000040
10557816,INV0004114
10557816,INV0000011
10557816,INV0000045
10563924,INV0000735
10563924,INV0001242
10563924,INV0000198
10767144,INV0000358
10767144,INV0000000
10767144,INV0000003
10796582,INV0000004
10648713,INV0000377
10648713,INV0000001
10581983,INV0003345
10605054,INV0000088
10681200,INV0001030
10681282,INV0000044
10686385,INV0000177
10686385,INV0000114
10686385,INV0000078
10877596,INV0003544
10752228,INV0000001
10763651,INV0000024
D877520,INV0000653
10866584,INV0000250
10806842,INV0000332
10806842,INV0000194
10806842,INV0003282
10733352,INV0000014
10733352,INV0002230
10733352,INV0000002
10614722,INV0000625
10778150,INV0000065
10778150,INV0000513
10778150,INV0000004
10785297,INV0000908
10785297,INV0000328
10785297,INV0000000
10776571,INV0003891
10776571,INV0000162
10776571,INV0001504
10645043,INV0000001
10645043,INV0000322
10875089,INV0000154
10875089,INV0004716
10875089,INV0001633
10866339,INV0000123
10866339,INV0000071
10866339,INV0000139
10717380,INV0003876
10717380,INV0000009
10586141,INV0000004
10586141,INV0001876
10586141,INV0000002
10725308,INV0000668
10725308,INV0000000
10725308,INV0000003
10861758,INV0001785
10861758,INV0001508
10693976,INV0000200
10816097,INV0001475
10816097,INV0000116
10858482,INV0000025
10581832,INV0001345
10581832,INV0004694
10701476,INV0000399
10701476,INV0000000
10820743,INV0000376
10820743,INV0000002
10641284,INV0000001
10641284,INV0000722
10587516,INV0000042
10526671,INV0001886
10526671,INV0001762
10758884,INV0003137
10758884,INV0000480
10758884,INV0000005
10665730,INV0003459
10655775,INV0000006
10655775,INV0000301
10655775,INV0000167
10794672,INV0000002
10794672,INV0000034
10794672,INV0001124
10747162,INV0002400
10747162,INV0002427
10809257,INV0003040
10809257,INV0000315
10809257,INV0004923
D890729,INV0000000
D890729,INV0001011
10755045,INV0004325
10632193,INV0000827
10632193,INV0000442
10611149,INV0000151
D894129,INV0000006
10600469,INV0002049
10829000,INV0000505
10829000,INV0000468
10552768,INV0000413
10552768,INV0000095
10868878,INV0001709
10781254,INV0000098
10781254,INV0001818
10795314,INV0000335
10795314,INV0000014
10795314,INV0000125
10846195,INV0000023
10846195,INV0000800
10846195,INV0000008
10630046,INV0001619
10603233,INV0003060
10574986,INV0000000
10574986,INV0003695
10574986,INV0000228
10788395,INV0002775
10788395,INV0002764
10788395,INV0004175
10855932,INV0000116
10855932,INV0003592
10603797,INV0002279
10603797,INV0002118
10603797,INV0000043
10692406,INV0000450
10692406,INV0000019
10811451,INV0000589
10811451,INV0002590
10811451,INV0000194
10790155,INV0000372
10790155,INV0000418
10633026,INV0000262
10603559,INV0001826
10603559,INV0000191
10817349,INV0000047
10817349,INV0004294
10817349,INV0000059
10710575,INV0001788
10529460,INV0000198
10676431,INV0000249
10676431,INV0000003
10676431,INV0003676
10689326,INV0000006
10689326,INV0000000
10563762,INV0000071
10563762,INV0002478
10563762,INV0000767
10738109,INV0001335
10753810,INV0000640
10733907,INV0000374
10704185,INV0000334
10704185,INV0001824
10803083,INV0004142
D897373,INV0000307
D897373,INV0000021
D895438,INV0003524
D895438,INV0000073
D898175,INV0002357
10842319,INV0000028
10842319,INV0002762
10837492,INV0000090
10837492,INV0000719
10797465,INV0000112
10555276,INV0001153
10555276,INV0000563
10685588,INV0000031
10685588,INV0000087
10685588,INV0000130
10875456,INV0002631
10875456,INV0000117
10875456,INV0001222
10673315,INV0004489
10673315,INV0000064
10673315,INV0001593
10611984,INV0000209
10874669,INV0000079
D885383,INV0000025
D885383,INV0000226
D885383,INV0002321
10623331,INV0000012
10623331,INV0000161
10788221,INV0000035
10788221,INV0000436
D880733,INV0001208
10718999,INV0000013
10718999,INV0001186
10718999,INV0001944
10560421,INV0000833
10560421,INV0000141
10626926,INV0001105
10757738,INV0000460
10757738,INV0004121
10757738,INV0000023
10525481,INV0000597
10738087,INV0002197
10835295,INV0000066
10835295,INV0000087
10652179,INV0000005
10652179,INV0003408
10623048,INV0000153
10623048,INV0000001
10529063,INV0000063
10529063,INV0003711
10529063,INV0004928
10583301,INV0000493
10583301,INV0000004
10583301,INV0000232
10742988,INV0000001
10742988,INV0000013
10742988,INV0002433
10764698,INV0000002
D895405,INV0000248
D895405,INV0000000
10817481,INV0000227
10817481,INV0000225
10874327,INV0000599
10874327,INV0000092
10593471,INV0000111
10605779,INV0000132
10673551,INV0001087
10673551,INV0000030
10673551,INV0003337
10565421,INV0000032
10565421,INV0000003
10565421,INV0000002
10733891,INV0000000
10733891,INV0000199
10733891,INV0000906
10591873,INV0002888
10591873,INV0000132
D875949,INV0000217
D875949,INV0002832
10761106,INV0003268
10558260,INV0004070
10535463,INV0003354
10535463,INV0000715
10535463,INV0000501
10537771,INV0002901
10537771,INV0003211
10880968,INV0000071
10767485,INV0000120
10767485,INV0001537
D884728,INV0000043
D884728,INV0000471
D884728,INV0000155
10629888,INV0000000
D887245,INV0000205
D887245,INV0001920
10665936,INV0000113
10665936,INV0000522
10665936,INV0003930
10576419,INV0000037
10637588,INV0002344
10637588,INV0000003
D906274,INV0002760
10783456,INV0000030
10613955,INV0000000
10613955,INV0000003
10574402,INV0000000
10840401,INV0003228
10668364,INV0001851
10668364,INV0002622
10668364,INV0000057
PP31544,INV0000049
PP31544,INV0000437
10696402,INV0000813
10696402,INV0000208
10696402,INV0004599
10873772,INV0003256
10873772,INV0000045
10873772,INV0000004
10590211,INV0000260
10590211,INV0002224
10621406,INV0000014
10531221,INV0000034
10531221,INV0000227
10569831,INV0000104
10569831,INV0000896
10569831,INV0000269
10825177,INV0000005
10825177,INV0000652
10825177,INV0003943
10819606,INV0003084
10590345,INV0000130
10533451,INV0001205
10837732,INV0000000
10837732,INV0000289
10837732,INV0001084
10681459,INV0001211
10681459,INV0000064
10681459,INV0000130
10693799,INV0000000
10731290,INV0001381
10731290,INV0001118
10731290,INV0000006
10565385,INV0000002
10565385,INV0000805
10623286,INV0004693
10623286,INV0000425
10849972,INV0000003
10709962,INV0003444
10709962,INV0004942
10709962,INV0003175
10771339,INV0000224
10771339,INV0000228
10696538,INV0000000
10696538,INV0000201
10696538,INV0000454
10776328,INV0000004
10776328,INV0001599
10625790,INV0000621
10705105,INV0000417
10705105,INV0003330
10713212,INV0000070
10713212,INV0004724
10728548,INV0000002
10728548,INV0004512
10728548,INV0000209
10880761,INV0002408
10880761,INV0000276
10880761,INV0000013
10753036,INV0000174
10753036,INV0003031
10753036,INV0000635
10721419,INV0000022
10721419,INV0002423
10642649,INV0004482
10842584,INV0000019
10842584,INV0000075
10842584,INV0000055
10636401,INV0000084
10636401,INV0002108
10658724,INV0004353
10798877,INV0003194
10798877,INV0000145
10819323,INV0000000
10819323,INV0000002
10528103,INV0000034
10528103,INV0000016
10735083,INV0000550
10735083,INV0004375
10735083,INV0000842
10579946,INV0000155
10579946,INV0002487
10780509,INV0002677
10780509,INV0000417
10851897,INV0000002
10851897,INV0000516
10851897,INV0003085
10874431,INV0000873
10874431,INV0000600
10874431,INV0000009
10769150,INV0000895
10769150,INV0000001
10769150,INV0001163
10862817,INV0000245
10862817,INV0000177
10628962,INV0004212
10853665,INV0002541
10853665,INV0000020
10853665,INV0000021
10574218,INV0000044
10574218,INV0001533
10574218,INV0001257
10530659,INV0000010
10799709,INV0000189
10799709,INV0000646
10799709,INV0000053
10710358,INV0000003
10710358,INV0000119
10710358,INV0003476
10796460,INV0000456
10796460,INV0000003
10796460,INV0000001
10623470,INV0000025
RE47900,INV0000253
RE47900,INV0000072
10544764,INV0000386
10544764,INV0000955
10544764,INV0000013
10608100,INV0002413
D885943,INV0000512
10613583,INV0003494
D878301,INV0000148
D878301,INV0000083
D892703,INV0001164
D892703,INV0000027
D892703,INV0000000
10804772,INV0000010
10795930,INV0000364
10795930,INV0000003
10795930,INV0000079
10661454,INV0000111
10568961,INV0001580
D880272,INV0000671
10859516,INV0000074
10859516,INV0000150
10859516,INV0000804
10559029,INV0000025
10559029,INV0000001
10778731,INV0000241
10778731,INV0002589
10778731,INV0000007
10679399,INV0002184
10679399,INV0003836
10679399,INV0000002
10735582,INV0000126
10735582,INV0000029
10735582,INV0000006
10774399,INV0000000
10703190,INV0000060
10703190,INV0000010
10570100,INV0002524
10570100,INV0000079
10844002,INV0002459
10589110,INV0000139
10785256,INV0000002
D905394,INV0000011
D905394,INV0000565
D905394,INV0000175
10651004,INV0000404
10755031,INV0000010
10755031,INV0000127
10673742,INV0000985
10673742,INV0001481
10673742,INV0000050
10805220,INV0003912
10805220,INV0000001
10874459,INV0004042
D882302,INV0001991
D882302,INV0000002
10682478,INV0003265
10682478,INV0001167
10708008,INV0001368
10543689,INV0000000
D874623,INV0000366
D874623,INV0003429
D874623,INV0001408
10715875,INV0002191
10668995,INV0003324
10782742,INV0000000
D898709,INV0001047
D898709,INV0000108
D898709,INV0000026
10749603,INV0000082
10787016,INV0000144
10787016,INV0001572
10787016,INV0000247
10843839,INV0000761
10843839,INV0000013
10657442,INV0000084
10657442,INV0004187
10657442,INV0001935
10677117,INV0000016
10677117,INV0000050
10714344,INV0000028
10533414,INV0000620
10533414,INV0000000
10751349,INV0000916
10749607,INV0001621
10749607,INV0000889
10749607,INV0003407
10610512,INV0000306
10610512,INV0000006
10610512,INV0000031
10557955,INV0000001
10684510,INV0004304
10684510,INV0004432
10684510,INV0000001
PP31822,INV0000663
PP31822,INV0000594
10580944,INV0001357
10580944,INV0000005
10580944,INV0000068
10682030,INV0000992
D880488,INV0001943
D880488,INV0000002
10559032,INV0000050
10535244,INV0000157
10535244,INV0000001
10835107,INV0003768
10771563,INV0001265
10771563,INV0001910
10771563,INV0000012
10838034,INV0000113
10838034,INV0000161
10838034,INV0000012
10648222,INV0000012
10648222,INV0000097
10628848,INV0001978
10536243,INV0003905
10536243,INV0001747
10743299,INV0000004
10731655,INV0000029
10709576,INV0000957
10709576,INV0000078
10751965,INV0000003
10751965,INV0000053
10672803,INV0000247
10877418,INV0001069
10731793,INV0000031
10531828,INV0000691
10531828,INV0001274
10531828,INV0000001
10804098,INV0001474
10804098,INV0000008
10574373,INV0000004
D905249,INV0000073
10645730,INV0003991
10555750,INV0000219
10555750,INV0002515
10555750,INV0000528
10869086,INV0000389
10869086,INV0000000
10560147,INV0000137
10560147,INV0000527
10651666,INV0000006
10798149,INV0000030
10595015,INV0002080
10717253,INV0001448
10711246,INV0001104
10537373,INV0000262
10537373,INV0000944
10537373,INV0000034
10528617,INV0000002
10528617,INV0000367
D888105,INV0001755
10634503,INV0000080
10634503,INV0001361
D872793,INV0000033
D872793,INV0000039
10675036,INV0000144
10675036,INV0000018
10739398,INV0003646
10739398,INV0000153
10739398,INV0000005
10756430,INV0000082
10756430,INV0000004
10756430,INV0000009
10530860,INV0000008
10530860,INV0000000
10530860,INV0001124
10809315,INV0000741
10809315,INV0001596
10809315,INV0000011
10719193,INV0000318
10719193,INV0000008
10719193,INV0000588
10724073,INV0000015
10688410,INV0000002
10688410,INV0000966
10688410,INV0000557
10770369,INV0000002
10770369,INV0000723
10633882,INV0000238
10633882,INV0001616
10819790,INV0002813
10819790,INV0001381
10819790,INV0000776
10605529,INV0000540
10605529,INV0000232
10605529,INV0000148
10677858,INV0000245
10677858,INV0000622
10707710,INV0000002
10707710,INV0000000
10707710,INV0003543
10803955,INV0000525
10803955,INV0000008
10803955,INV0002029
10793607,INV0000001
10793607,INV0003941
10793607,INV0004085
10642983,INV0000041
10538006,INV0000004
10727038,INV0000882
10879298,INV0000347
D905055,INV0003677
D905055,INV0000004
D905055,INV0000002
10546458,INV0000290
10546458,INV0000048
10779681,INV0003606
10779681,INV0003270
10543992,INV0001050
10543992,INV0001141
10763298,INV0000099
10763298,INV0002825
D887423,INV0000342
D887423,INV0000430
10676365,INV0000103
10863279,INV0001656
10877669,INV0000235
10599229,INV0001022
10612910,INV0000003
10612910,INV0003273
10612910,INV0000014
10537103,INV0000053
10590647,INV0000043
10590647,INV0004211
10669968,INV0000735
D905763,INV0000029
10796627,INV0004456
10796627,INV0000000
10796627,INV0000542
10527890,INV0001506
D878386,INV0000091
D878386,INV0002321
D879963,INV0000223
D879963,INV0002456
D879963,INV0004332
10592079,INV0000004
10592079,INV0002974
10662170,INV0000108
10651504,INV0000221
10610464,INV0000000
10613483,INV0000065
10613483,INV0003411
10704369,INV0001087
10826353,INV0002484
10701448,INV0000013
10701448,INV0000000
10701448,INV0000051
10746501,INV0000745
10746501,INV0000825
D897496,INV0000564
D897496,INV0000770
D897496,INV0000009
10807078,INV0000496
10807078,INV0000001
10619844,INV0000035
10619844,INV0000351
10838745,INV0000112
10838745,INV0000077
10838745,INV0004984
10865161,INV0000012
10865161,INV0000019
10865161,INV0000822
10720120,INV0000004
10720120,INV0000028
10720120,INV0001713
10710446,INV0001896
10810046,INV0000010
10810046,INV0000125
10858846,INV0002732
10858846,INV0000020
10726562,INV0000840
10606951,INV0000004
10606951,INV0000038
10606951,INV0000016
10659709,INV0000005
10659709,INV0003550
10844493,INV0002489
10739624,INV0000277
10739624,INV0001664
10739624,INV0000456
10669421,INV0000004
10669421,INV0003448
10669421,INV0000001
10548685,INV0000002
10570975,INV0001013
10570975,INV0000427
10729622,INV0000237
10729622,INV0002112
10729622,INV0002085
10619017,INV0000190
10619017,INV0002509
10619017,INV0000367
10555835,INV0000141
10555835,INV0000556
10598567,INV0000001
10598567,INV0000594
10598567,INV0000250
10664683,INV0003378
10633945,INV0000104
10528206,INV0000318
10528206,INV0000001
10528206,INV0002722
10694783,INV0000079
D892577,INV0000128
D892577,INV0000261
D892577,INV0000304
10772586,INV0000012
10549348,INV0000079
10549348,INV0000032
10549348,INV0000173
10842431,INV0000054
10842431,INV0000821
10693507,INV0002536
10693507,INV0001442
10677160,INV0002176
10677160,INV0000001
10777751,INV0000162
10719605,INV0000091
D901544,INV0000525
D901544,INV0004156
D901544,INV0000015
10740621,INV0000368
10740621,INV0004338
10740621,INV0004459
10700949,INV0000066
10700949,INV0000000
10573627,INV0000003
10833679,INV0000343
10833679,INV0000023
10833679,INV0000350
10822433,INV0001922
10822433,INV0000516
10579126,INV0001448
10579126,INV0002838
10743137,INV0000000
10594192,INV0002913
10594192,INV0000000
10594192,INV0000033
10627450,INV0000979
10683946,INV0004128
10683946,INV0000089
10683946,INV0001517
D877497,INV0003385
10849063,INV0000491
10687107,INV0000760
10819592,INV0000327
10548599,INV0000163
10548599,INV0000000
10541926,INV0000180
10756110,INV0000861
10756110,INV0000766
10643857,INV0002628
10643857,INV0001544
10643857,INV0000098
10584734,INV0000421
10584734,INV0000000
10584734,INV0001631
10818601,INV0004642
10683576,INV0000025
10683576,INV0004772
10683576,INV0000154
10863296,INV0000016
10863296,INV0000008
10825032,INV0001036
10825032,INV0000370
10825032,INV0000000
10608449,INV0000094
10608449,INV0000004
10564637,INV0002597
10747279,INV0000569
10747279,INV0001720
10555257,INV0000175
10711150,INV0000094
10711150,INV0001174
10745462,INV0000003
10671923,INV0000000
10826971,INV0003758
10826971,INV0000144
10826971,INV0000067
10790307,INV0003330
10822367,INV0000002
10782191,INV0000000
10717083,INV0001593
D906169,INV0000332
D906169,INV0000003
D906169,INV0000000
10540035,INV0002063
10540035,INV0000892
10540035,INV0004500
D887571,INV0001901
10775339,INV0002192
10775339,INV0000005
10775339,INV0004358
10617038,INV0000415
10630912,INV0002343
10562431,INV0004401
10562431,INV0003029
10562431,INV0003743
10858659,INV0000544
10858659,INV0000070
10858659,INV0000096
10773227,INV0000009
10773227,INV0000088
10773227,INV0001084
D872883,INV0000020
D872883,INV0000025
10556744,INV0000019
10569370,INV0000019
10569370,INV0001211
10704460,INV0000000
10836839,INV0000961
10594572,INV0004256
10594572,INV0000183
10795348,INV0004706
10795348,INV0000199
10795348,INV0000021
D899781,INV0001137
D899781,INV0000940
D899781,INV0004194
10525455,INV0000660
D901758,INV0000148
D874770,INV0002402
D874770,INV0000004
D874770,INV0003072
10808845,INV0003881
10808845,INV0000051
10556604,INV0000016
10556604,INV0000756
10556604,INV0001101
D898743,INV0000720
D898743,INV0002723
D898743,INV0000276
